Event label,Country,Date,Total events,Exist in DW
RA-EN-20008122,United States,2018-02-22,1,RA-EN-20008122
RA-EN-20008123,United States,2018-02-22,1,RA-EN-20008123
RA-EN-20008124,United Kingdom,2018-02-22,1,#N/A
RA-EN-20008125,United States,2018-02-22,1,#N/A
RA-EN-20008126,United Kingdom,2018-02-22,1,RA-EN-20008126
RA-EN-20008127,United Kingdom,2018-02-22,1,RA-EN-20008127
RA-EN-20008128,United Kingdom,2018-02-22,1,RA-EN-20008128
RA-EN-20008129,United States,2018-02-22,1,RA-EN-20008129
RA-EN-20008130,Australia,2018-02-23,1,#N/A
RA-EN-20008131,United Kingdom,2018-02-23,1,RA-EN-20008131
RA-EN-20008132,United States,2018-02-23,1,RA-EN-20008132
RA-EN-20008134,Canada,2018-02-23,1,RA-EN-20008134
RA-EN-20008135,United States,2018-02-23,1,RA-EN-20008135
RA-EN-20008136,United States,2018-02-23,1,RA-EN-20008136
RA-EN-20008137,United States,2018-02-23,1,RA-EN-20008137
RA-EN-20008138,United States,2018-02-23,1,RA-EN-20008138
RA-EN-20008139,Australia,2018-02-23,1,RA-EN-20008139
RA-EN-20008140,Australia,2018-02-23,1,RA-EN-20008140
RA-EN-20008141,Australia,2018-02-23,1,RA-EN-20008141
RA-EN-20008142,France,2018-02-23,1,RA-EN-20008142
RA-EN-20008143,Canada,2018-02-23,1,RA-EN-20008143
RA-EN-20008144,United Kingdom,2018-02-23,1,RA-EN-20008144
RA-EN-20008145,South Africa,2018-02-23,1,RA-EN-20008145
RA-EN-20008146,United Kingdom,2018-02-23,1,RA-EN-20008146
RA-EN-20008147,South Africa,2018-02-23,1,RA-EN-20008147
RA-EN-20008148,Ireland,2018-02-23,1,#N/A
RA-EN-20008149,Ireland,2018-02-23,1,RA-EN-20008149
RA-EN-20008150,United Kingdom,2018-02-23,1,RA-EN-20008150
RA-EN-20008151,United States,2018-02-23,1,RA-EN-20008151
RA-EN-20008152,United States,2018-02-23,1,#N/A
RA-EN-20008153,United States,2018-02-23,1,RA-EN-20008153
RA-EN-20008154,United Kingdom,2018-02-23,1,RA-EN-20008154
RA-EN-20008155,United States,2018-02-23,1,RA-EN-20008155
RA-EN-20008156,United Arab Emirates,2018-02-23,1,RA-EN-20008156
RA-EN-20008157,United Arab Emirates,2018-02-23,1,#N/A
RA-EN-20008158,United Kingdom,2018-02-23,1,RA-EN-20008158
RA-EN-20008159,United Kingdom,2018-02-23,1,RA-EN-20008159
RA-EN-20008160,United Kingdom,2018-02-23,1,RA-EN-20008160
RA-EN-20008161,United States,2018-02-23,1,RA-EN-20008161
RA-EN-20008162,United States,2018-02-23,1,RA-EN-20008162
RA-EN-20008163,United States,2018-02-23,1,#N/A
RA-EN-20008164,Australia,2018-02-23,1,RA-EN-20008164
RA-EN-20008165,United Kingdom,2018-02-23,1,RA-EN-20008165
RA-EN-20008166,Australia,2018-02-23,1,RA-EN-20008166
RA-EN-20008167,United States,2018-02-23,1,RA-EN-20008167
RA-EN-20008168,United States,2018-02-23,1,RA-EN-20008168
RA-EN-20008169,Australia,2018-02-23,1,RA-EN-20008169
RA-EN-20008170,United States,2018-02-24,1,RA-EN-20008170
RA-EN-20008171,United Kingdom,2018-02-24,1,RA-EN-20008171
RA-EN-20008172,Australia,2018-02-24,1,RA-EN-20008172
RA-EN-20008173,Australia,2018-02-24,1,RA-EN-20008173
RA-EN-20008174,United Kingdom,2018-02-24,1,RA-EN-20008174
RA-EN-20008175,France,2018-02-24,1,RA-EN-20008175
RA-EN-20008176,United States,2018-02-24,1,RA-EN-20008176
RA-EN-20008177,Australia,2018-02-24,1,RA-EN-20008177
RA-EN-20008178,Australia,2018-02-24,1,RA-EN-20008178
RA-EN-20008179,Australia,2018-02-24,1,RA-EN-20008179
RA-EN-20008180,Australia,2018-02-24,1,RA-EN-20008180
RA-EN-20008181,United Kingdom,2018-02-24,1,RA-EN-20008181
RA-EN-20008182,United States,2018-02-24,1,RA-EN-20008182
RA-EN-20008183,United Kingdom,2018-02-24,1,RA-EN-20008183
RA-EN-20008184,United Kingdom,2018-02-24,1,RA-EN-20008184
RA-EN-20008185,United Kingdom,2018-02-24,1,RA-EN-20008185
RA-EN-20008186,India,2018-02-24,1,RA-EN-20008186
RA-EN-20008187,United Kingdom,2018-02-24,1,RA-EN-20008187
RA-EN-20008188,United Kingdom,2018-02-24,1,RA-EN-20008188
RA-EN-20008190,United States,2018-02-24,1,RA-EN-20008190
RA-EN-20008191,Brazil,2018-02-24,1,RA-EN-20008191
RA-EN-20008192,United Kingdom,2018-02-24,1,RA-EN-20008192
RA-EN-20008193,United Kingdom,2018-02-24,1,RA-EN-20008193
RA-EN-20008194,United Kingdom,2018-02-24,1,RA-EN-20008194
RA-EN-20008195,United Kingdom,2018-02-24,1,RA-EN-20008195
RA-EN-20008196,United States,2018-02-24,1,RA-EN-20008196
RA-EN-20008197,South Africa,2018-02-24,1,RA-EN-20008197
RA-EN-20008198,United Kingdom,2018-02-24,1,RA-EN-20008198
RA-EN-20008199,United Kingdom,2018-02-24,1,RA-EN-20008199
RA-EN-20008200,United States,2018-02-24,1,RA-EN-20008200
RA-EN-20008201,Canada,2018-02-24,1,RA-EN-20008201
RA-EN-20008202,United Kingdom,2018-02-24,1,RA-EN-20008202
RA-EN-20008203,United Kingdom,2018-02-24,1,RA-EN-20008203
RA-EN-20008204,United States,2018-02-24,1,RA-EN-20008204
RA-EN-20008205,United States,2018-02-24,1,#N/A
RA-EN-20008206,United Kingdom,2018-02-25,1,RA-EN-20008206
RA-EN-20008207,United Kingdom,2018-02-25,1,RA-EN-20008207
RA-EN-20008208,United States,2018-02-25,1,RA-EN-20008208
RA-EN-20008209,United Kingdom,2018-02-25,1,#N/A
RA-EN-20008210,United States,2018-02-25,1,RA-EN-20008210
RA-EN-20008211,United States,2018-02-25,1,RA-EN-20008211
RA-EN-20008212,United States,2018-02-25,1,RA-EN-20008212
RA-EN-20008213,United States,2018-02-25,1,RA-EN-20008213
RA-EN-20008214,United States,2018-02-25,1,RA-EN-20008214
RA-EN-20008215,United Arab Emirates,2018-02-25,1,RA-EN-20008215
RA-EN-20008216,Australia,2018-02-25,1,#N/A
RA-EN-20008217,United States,2018-02-25,1,RA-EN-20008217
RA-EN-20008218,Australia,2018-02-25,1,RA-EN-20008218
RA-EN-20008219,Australia,2018-02-25,1,RA-EN-20008219
RA-EN-20008220,United States,2018-02-25,1,#N/A
RA-EN-20008221,Belgium,2018-02-25,1,RA-EN-20008221
RA-EN-20008222,United Arab Emirates,2018-02-25,1,#N/A
RA-EN-20008223,United Kingdom,2018-02-25,1,RA-EN-20008223
RA-EN-20008224,United Kingdom,2018-02-25,1,RA-EN-20008224
RA-EN-20008225,United Kingdom,2018-02-25,1,RA-EN-20008225
RA-EN-20008226,United States,2018-02-25,1,#N/A
RA-EN-20008227,Australia,2018-02-25,1,RA-EN-20008227
RA-EN-20008228,United Kingdom,2018-02-25,1,RA-EN-20008228
RA-EN-20008229,United Kingdom,2018-02-25,1,RA-EN-20008229
RA-EN-20008230,Italy,2018-02-25,1,RA-EN-20008230
RA-EN-20008231,United Kingdom,2018-02-25,1,#N/A
RA-EN-20008232,South Africa,2018-02-25,1,RA-EN-20008232
RA-EN-20008233,United Arab Emirates,2018-02-25,1,RA-EN-20008233
RA-EN-20008234,United Kingdom,2018-02-25,1,RA-EN-20008234
RA-EN-20008235,United States,2018-02-25,1,RA-EN-20008235
RA-EN-20008236,United States,2018-02-25,1,RA-EN-20008236
RA-EN-20008237,United Kingdom,2018-02-25,1,RA-EN-20008237
RA-EN-20008238,Italy,2018-02-25,1,RA-EN-20008238
RA-EN-20008239,United States,2018-02-25,1,RA-EN-20008239
RA-EN-20008240,United Kingdom,2018-02-25,1,RA-EN-20008240
RA-EN-20008241,United Kingdom,2018-02-25,1,RA-EN-20008241
RA-EN-20008242,United Arab Emirates,2018-02-25,1,RA-EN-20008242
RA-EN-20008243,Italy,2018-02-25,1,RA-EN-20008243
RA-EN-20008244,United States,2018-02-25,1,RA-EN-20008244
RA-EN-20008245,Singapore,2018-02-25,1,RA-EN-20008245
RA-EN-20008246,United Kingdom,2018-02-25,1,RA-EN-20008246
RA-EN-20008247,Mauritius,2018-02-25,1,RA-EN-20008247
RA-EN-20008248,United States,2018-02-25,1,RA-EN-20008248
RA-EN-20008249,Canada,2018-02-25,1,RA-EN-20008249
RA-EN-20008250,United Kingdom,2018-02-25,1,RA-EN-20008250
RA-EN-20008251,United States,2018-02-25,1,RA-EN-20008251
RA-EN-20008252,United Kingdom,2018-02-25,1,RA-EN-20008252
RA-EN-20008253,Costa Rica,2018-02-25,1,RA-EN-20008253
RA-EN-20008254,United States,2018-02-25,1,RA-EN-20008254
RA-EN-20008255,United States,2018-02-25,1,RA-EN-20008255
RA-EN-20008256,United States,2018-02-25,1,RA-EN-20008256
RA-EN-20008257,Canada,2018-02-25,1,RA-EN-20008257
RA-EN-20008258,United States,2018-02-25,1,#N/A
RA-EN-20008259,Brazil,2018-02-25,1,RA-EN-20008259
RA-EN-20008260,United States,2018-02-26,1,RA-EN-20008260
RA-EN-20008261,United States,2018-02-26,1,RA-EN-20008261
RA-EN-20008262,United States,2018-02-26,1,RA-EN-20008262
RA-EN-20008263,Canada,2018-02-26,1,RA-EN-20008263
RA-EN-20008264,United States,2018-02-26,1,RA-EN-20008264
RA-EN-20008265,United States,2018-02-26,1,RA-EN-20008265
RA-EN-20008267,Australia,2018-02-26,1,RA-EN-20008267
RA-EN-20008268,Australia,2018-02-26,1,RA-EN-20008268
RA-EN-20008269,United States,2018-02-26,1,RA-EN-20008269
RA-EN-20008270,United States,2018-02-26,1,#N/A
RA-EN-20008271,Australia,2018-02-26,1,RA-EN-20008271
RA-EN-20008272,United States,2018-02-26,1,RA-EN-20008272
RA-EN-20008273,Australia,2018-02-26,1,RA-EN-20008273
RA-EN-20008274,United States,2018-02-26,1,RA-EN-20008274
RA-EN-20008275,Australia,2018-02-26,1,RA-EN-20008275
RA-EN-20008277,South Africa,2018-02-26,1,RA-EN-20008277
RA-EN-20008278,Switzerland,2018-02-26,1,RA-EN-20008278
RA-EN-20008279,United Kingdom,2018-02-26,1,RA-EN-20008279
RA-EN-20008280,Australia,2018-02-26,1,RA-EN-20008280
RA-EN-20008281,United Arab Emirates,2018-02-26,1,#N/A
RA-EN-20008282,Australia,2018-02-26,1,RA-EN-20008282
RA-EN-20008283,United Arab Emirates,2018-02-26,1,RA-EN-20008283
RA-EN-20008284,United Kingdom,2018-02-26,1,RA-EN-20008284
RA-EN-20008285,Greece,2018-02-26,1,RA-EN-20008285
RA-EN-20008286,United Kingdom,2018-02-26,1,RA-EN-20008286
RA-EN-20008287,United Arab Emirates,2018-02-26,1,RA-EN-20008287
RA-EN-20008288,United Kingdom,2018-02-26,1,RA-EN-20008288
RA-EN-20008289,United Kingdom,2018-02-26,1,RA-EN-20008289
RA-EN-20008290,United Kingdom,2018-02-26,1,RA-EN-20008290
RA-EN-20008291,United Kingdom,2018-02-26,1,RA-EN-20008291
RA-EN-20008292,United States,2018-02-26,1,#N/A
RA-EN-20008293,United States,2018-02-26,1,RA-EN-20008293
RA-EN-20008295,United Kingdom,2018-02-26,1,RA-EN-20008295
RA-EN-20008296,United Kingdom,2018-02-26,1,RA-EN-20008296
RA-EN-20008297,Canada,2018-02-26,1,RA-EN-20008297
RA-EN-20008298,United Kingdom,2018-02-26,1,RA-EN-20008298
RA-EN-20008299,United States,2018-02-26,1,RA-EN-20008299
RA-EN-20008300,Qatar,2018-02-26,1,RA-EN-20008300
RA-EN-20008301,Canada,2018-02-26,1,#N/A
RA-EN-20008302,United States,2018-02-26,1,RA-EN-20008302
RA-EN-20008303,United States,2018-02-26,1,RA-EN-20008303
RA-EN-20008304,United Kingdom,2018-02-26,1,RA-EN-20008304
RA-EN-20008305,United Kingdom,2018-02-26,1,RA-EN-20008305
RA-EN-20008306,United Arab Emirates,2018-02-26,1,RA-EN-20008306
RA-EN-20008307,United Kingdom,2018-02-26,1,#N/A
RA-EN-20008308,United Kingdom,2018-02-26,1,RA-EN-20008308
RA-EN-20008309,United States,2018-02-26,1,RA-EN-20008309
RA-EN-20008310,South Africa,2018-02-26,1,RA-EN-20008310
RA-EN-20008311,United Kingdom,2018-02-26,1,RA-EN-20008311
RA-EN-20008312,Canada,2018-02-26,1,RA-EN-20008312
RA-EN-20008313,Canada,2018-02-26,1,#N/A
RA-EN-20008314,United Kingdom,2018-02-26,1,RA-EN-20008314
RA-EN-20008315,Ireland,2018-02-27,1,RA-EN-20008315
RA-EN-20008316,United States,2018-02-27,1,RA-EN-20008316
RA-EN-20008317,United States,2018-02-27,1,RA-EN-20008317
RA-EN-20008318,Australia,2018-02-27,1,RA-EN-20008318
RA-EN-20008319,Australia,2018-02-27,1,RA-EN-20008319
RA-EN-20008320,Australia,2018-02-27,1,RA-EN-20008320
RA-EN-20008321,United States,2018-02-27,1,RA-EN-20008321
RA-EN-20008322,United States,2018-02-27,1,RA-EN-20008322
RA-EN-20008323,Australia,2018-02-27,1,RA-EN-20008323
RA-EN-20008324,Australia,2018-02-27,1,RA-EN-20008324
RA-EN-20008325,Australia,2018-02-27,1,RA-EN-20008325
RA-EN-20008326,United Kingdom,2018-02-27,1,#N/A
RA-EN-20008327,United Kingdom,2018-02-27,1,RA-EN-20008327
RA-EN-20008328,South Africa,2018-02-27,1,RA-EN-20008328
RA-EN-20008329,Ireland,2018-02-27,1,RA-EN-20008329
RA-EN-20008330,Australia,2018-02-27,1,RA-EN-20008330
RA-EN-20008331,United Kingdom,2018-02-27,1,RA-EN-20008331
RA-EN-20008332,United Kingdom,2018-02-27,1,#N/A
RA-EN-20008333,Egypt,2018-02-27,1,RA-EN-20008333
RA-EN-20008334,United States,2018-02-27,1,RA-EN-20008334
RA-EN-20008335,United Kingdom,2018-02-27,1,RA-EN-20008335
RA-EN-20008336,United States,2018-02-27,1,RA-EN-20008336
RA-EN-20008337,Canada,2018-02-27,1,RA-EN-20008337
RA-EN-20008338,United States,2018-02-27,1,RA-EN-20008338
RA-EN-20008339,United Kingdom,2018-02-27,1,RA-EN-20008339
RA-EN-20008340,United Kingdom,2018-02-27,1,RA-EN-20008340
RA-EN-20008341,United States,2018-02-27,1,RA-EN-20008341
RA-EN-20008342,United Kingdom,2018-02-27,1,RA-EN-20008342
RA-EN-20008343,United States,2018-02-27,1,RA-EN-20008343
RA-EN-20008344,United Arab Emirates,2018-02-27,1,RA-EN-20008344
RA-EN-20008345,United Kingdom,2018-02-27,1,RA-EN-20008345
RA-EN-20008346,United States,2018-02-27,1,RA-EN-20008346
RA-EN-20008347,Portugal,2018-02-27,1,RA-EN-20008347
RA-EN-20008348,United States,2018-02-27,1,RA-EN-20008348
RA-EN-20008350,United Kingdom,2018-02-27,1,RA-EN-20008350
RA-EN-20008351,United Kingdom,2018-02-27,1,RA-EN-20008351
RA-EN-20008352,United Kingdom,2018-02-27,1,RA-EN-20008352
RA-EN-20008353,Australia,2018-02-27,1,#N/A
RA-EN-20008354,United Kingdom,2018-02-28,1,#N/A
RA-EN-20008355,Ireland,2018-02-28,1,RA-EN-20008355
RA-EN-20008356,Singapore,2018-02-28,1,RA-EN-20008356
RA-EN-20008357,United Kingdom,2018-02-28,1,RA-EN-20008357
RA-EN-20008358,United States,2018-02-28,1,RA-EN-20008358
RA-EN-20008359,United States,2018-02-28,1,RA-EN-20008359
RA-EN-20008360,United Kingdom,2018-02-28,1,RA-EN-20008360
RA-EN-20008361,Ireland,2018-02-28,1,RA-EN-20008361
RA-EN-20008362,United States,2018-02-28,1,RA-EN-20008362
RA-EN-20008363,Australia,2018-02-28,1,RA-EN-20008363
RA-EN-20008365,Australia,2018-02-28,1,RA-EN-20008365
RA-EN-20008366,Australia,2018-02-28,1,#N/A
RA-EN-20008367,Canada,2018-02-28,1,RA-EN-20008367
RA-EN-20008368,Australia,2018-02-28,1,RA-EN-20008368
RA-EN-20008369,United States,2018-02-28,1,RA-EN-20008369
RA-EN-20008370,United States,2018-02-28,1,RA-EN-20008370
RA-EN-20008371,Singapore,2018-02-28,1,#N/A
RA-EN-20008372,Singapore,2018-02-28,1,#N/A
RA-EN-20008373,United Kingdom,2018-02-28,1,RA-EN-20008373
RA-EN-20008374,United States,2018-02-28,1,RA-EN-20008374
RA-EN-20008375,South Korea,2018-02-28,1,RA-EN-20008375
RA-EN-20008376,United Kingdom,2018-02-28,1,RA-EN-20008376
RA-EN-20008377,United Kingdom,2018-02-28,1,#N/A
RA-EN-20008379,United States,2018-02-28,1,RA-EN-20008379
RA-EN-20008380,Australia,2018-02-28,1,RA-EN-20008380
RA-EN-20008381,Australia,2018-02-28,1,RA-EN-20008381
RA-EN-20008382,South Africa,2018-02-28,1,RA-EN-20008382
RA-EN-20008383,Belgium,2018-02-28,1,RA-EN-20008383
RA-EN-20008384,United Kingdom,2018-02-28,1,RA-EN-20008384
RA-EN-20008385,United States,2018-02-28,1,RA-EN-20008385
RA-EN-20008386,United States,2018-02-28,1,RA-EN-20008386
RA-EN-20008387,Ireland,2018-02-28,1,RA-EN-20008387
RA-EN-20008388,United Kingdom,2018-02-28,1,RA-EN-20008388
RA-EN-20008389,United States,2018-02-28,1,#N/A
RA-EN-20008390,Brazil,2018-02-28,1,RA-EN-20008390
RA-EN-20008391,Canada,2018-02-28,1,RA-EN-20008391
RA-EN-20008392,United States,2018-02-28,1,RA-EN-20008392
RA-EN-20008393,South Africa,2018-02-28,1,RA-EN-20008393
RA-EN-20008394,United States,2018-02-28,1,RA-EN-20008394
RA-EN-20008395,Lesotho,2018-02-28,1,RA-EN-20008395
RA-EN-20008396,Italy,2018-02-28,1,RA-EN-20008396
RA-EN-20008397,Hungary,2018-03-01,1,RA-EN-20008397
RA-EN-20008398,Australia,2018-03-01,1,RA-EN-20008398
RA-EN-20008399,United States,2018-03-01,1,RA-EN-20008399
RA-EN-20008400,Australia,2018-03-01,1,#N/A
RA-EN-20008401,United States,2018-03-01,1,RA-EN-20008401
RA-EN-20008402,United States,2018-03-01,1,RA-EN-20008402
RA-EN-20008403,Thailand,2018-03-01,1,RA-EN-20008403
RA-EN-20008404,United States,2018-03-01,1,RA-EN-20008404
RA-EN-20008405,United States,2018-03-01,1,RA-EN-20008405
RA-EN-20008406,Australia,2018-03-01,1,RA-EN-20008406
RA-EN-20008407,United States,2018-03-01,1,RA-EN-20008407
RA-EN-20008408,United Arab Emirates,2018-03-01,1,RA-EN-20008408
RA-EN-20008409,United States,2018-03-01,1,#N/A
RA-EN-20008411,Australia,2018-03-01,1,RA-EN-20008411
RA-EN-20008412,India,2018-03-01,1,RA-EN-20008412
RA-EN-20008414,(not set),2018-03-01,1,RA-EN-20008414
RA-EN-20008415,Canada,2018-03-01,1,RA-EN-20008415
RA-EN-20008416,South Africa,2018-03-01,1,RA-EN-20008416
RA-EN-20008417,United States,2018-03-01,1,RA-EN-20008417
RA-EN-20008418,Tanzania,2018-03-01,1,RA-EN-20008418
RA-EN-20008419,United States,2018-03-01,1,RA-EN-20008419
RA-EN-20008420,United States,2018-03-01,1,RA-EN-20008420
RA-EN-20008421,United Kingdom,2018-03-01,1,RA-EN-20008421
RA-EN-20008422,United Kingdom,2018-03-01,1,RA-EN-20008422
RA-EN-20008423,Ireland,2018-03-01,1,RA-EN-20008423
RA-EN-20008424,United States,2018-03-01,1,RA-EN-20008424
RA-EN-20008425,Canada,2018-03-01,1,RA-EN-20008425
RA-EN-20008426,Canada,2018-03-01,1,RA-EN-20008426
RA-EN-20008427,United States,2018-03-01,1,RA-EN-20008427
RA-EN-20008428,Qatar,2018-03-01,1,RA-EN-20008428
RA-EN-20008429,United States,2018-03-01,1,RA-EN-20008429
RA-EN-20008430,Canada,2018-03-01,1,#N/A
RA-EN-20008431,United Kingdom,2018-03-01,1,RA-EN-20008431
RA-EN-20008432,Australia,2018-03-01,1,RA-EN-20008432
RA-EN-20008433,United States,2018-03-01,1,RA-EN-20008433
RA-EN-20008434,United States,2018-03-01,1,RA-EN-20008434
RA-EN-20008435,United States,2018-03-01,1,RA-EN-20008435
RA-EN-20008436,Canada,2018-03-02,1,#N/A
RA-EN-20008437,United Kingdom,2018-03-02,1,RA-EN-20008437
RA-EN-20008438,United States,2018-03-02,1,RA-EN-20008438
RA-EN-20008439,Australia,2018-03-02,1,RA-EN-20008439
RA-EN-20008440,Australia,2018-03-02,1,RA-EN-20008440
RA-EN-20008441,Rwanda,2018-03-02,1,RA-EN-20008441
RA-EN-20008442,Indonesia,2018-03-02,1,RA-EN-20008442
RA-EN-20008443,United States,2018-03-02,1,RA-EN-20008443
RA-EN-20008444,United States,2018-03-02,1,#N/A
RA-EN-20008445,Singapore,2018-03-02,1,RA-EN-20008445
RA-EN-20008446,United States,2018-03-02,1,RA-EN-20008446
RA-EN-20008447,South Africa,2018-03-02,1,RA-EN-20008447
RA-EN-20008448,United States,2018-03-02,1,RA-EN-20008448
RA-EN-20008450,Canada,2018-03-02,1,RA-EN-20008450
RA-EN-20008451,United States,2018-03-02,1,RA-EN-20008451
RA-EN-20008452,United Arab Emirates,2018-03-02,1,RA-EN-20008452
RA-EN-20008453,United Kingdom,2018-03-02,1,RA-EN-20008453
RA-EN-20008454,Ireland,2018-03-02,1,RA-EN-20008454
RA-EN-20008455,Australia,2018-03-02,1,#N/A
RA-EN-20008456,Australia,2018-03-02,1,RA-EN-20008456
RA-EN-20008457,South Africa,2018-03-02,1,RA-EN-20008457
RA-EN-20008458,United Kingdom,2018-03-02,1,RA-EN-20008458
RA-EN-20008459,United Kingdom,2018-03-02,1,RA-EN-20008459
RA-EN-20008460,United Kingdom,2018-03-02,1,#N/A
RA-EN-20008461,United States,2018-03-02,1,#N/A
RA-EN-20008462,United Kingdom,2018-03-02,1,RA-EN-20008462
RA-EN-20008463,Canada,2018-03-02,1,RA-EN-20008463
RA-EN-20008464,United States,2018-03-02,1,RA-EN-20008464
RA-EN-20008465,United Kingdom,2018-03-02,1,RA-EN-20008465
RA-EN-20008466,United Kingdom,2018-03-02,1,RA-EN-20008466
RA-EN-20008467,Ireland,2018-03-02,1,RA-EN-20008467
RA-EN-20008468,United Kingdom,2018-03-02,1,RA-EN-20008468
RA-EN-20008469,United Kingdom,2018-03-02,1,RA-EN-20008469
RA-EN-20008470,United Kingdom,2018-03-03,1,RA-EN-20008470
RA-EN-20008471,United States,2018-03-03,1,RA-EN-20008471
RA-EN-20008472,United States,2018-03-03,1,#N/A
RA-EN-20008473,Australia,2018-03-03,1,RA-EN-20008473
RA-EN-20008474,United States,2018-03-03,1,RA-EN-20008474
RA-EN-20008475,United Kingdom,2018-03-03,1,#N/A
RA-EN-20008476,United Kingdom,2018-03-03,1,RA-EN-20008476
RA-EN-20008478,Australia,2018-03-03,1,RA-EN-20008478
RA-EN-20008479,Australia,2018-03-03,1,RA-EN-20008479
RA-EN-20008480,United States,2018-03-03,1,#N/A
RA-EN-20008481,United States,2018-03-03,1,RA-EN-20008481
RA-EN-20008482,Australia,2018-03-03,1,RA-EN-20008482
RA-EN-20008483,Australia,2018-03-03,1,RA-EN-20008483
RA-EN-20008484,Australia,2018-03-03,1,RA-EN-20008484
RA-EN-20008485,United States,2018-03-03,1,RA-EN-20008485
RA-EN-20008486,United States,2018-03-03,1,RA-EN-20008486
RA-EN-20008487,Australia,2018-03-03,1,RA-EN-20008487
RA-EN-20008488,South Africa,2018-03-03,1,RA-EN-20008488
RA-EN-20008489,United Kingdom,2018-03-03,1,RA-EN-20008489
RA-EN-20008490,United Kingdom,2018-03-03,1,RA-EN-20008490
RA-EN-20008491,South Africa,2018-03-03,1,RA-EN-20008491
RA-EN-20008492,Australia,2018-03-03,1,RA-EN-20008492
RA-EN-20008493,Australia,2018-03-03,1,RA-EN-20008493
RA-EN-20008494,Australia,2018-03-03,1,RA-EN-20008494
RA-EN-20008495,Canada,2018-03-03,1,#N/A
RA-EN-20008496,United Kingdom,2018-03-03,1,RA-EN-20008496
RA-EN-20008497,United States,2018-03-03,1,RA-EN-20008497
RA-EN-20008498,United Kingdom,2018-03-03,1,RA-EN-20008498
RA-EN-20008499,United Kingdom,2018-03-03,1,RA-EN-20008499
RA-EN-20008500,United Kingdom,2018-03-03,1,RA-EN-20008500
RA-EN-20008501,United Arab Emirates,2018-03-03,1,RA-EN-20008501
RA-EN-20008502,Italy,2018-03-03,1,RA-EN-20008502
RA-EN-20008503,United Kingdom,2018-03-03,1,RA-EN-20008503
RA-EN-20008504,United Kingdom,2018-03-03,1,RA-EN-20008504
RA-EN-20008505,United Kingdom,2018-03-03,1,RA-EN-20008505
RA-EN-20008506,United States,2018-03-03,1,#N/A
RA-EN-20008507,United Kingdom,2018-03-03,1,RA-EN-20008507
RA-EN-20008508,United States,2018-03-03,1,RA-EN-20008508
RA-EN-20008509,United States,2018-03-03,1,#N/A
RA-EN-20008510,United States,2018-03-03,1,RA-EN-20008510
RA-EN-20008511,Canada,2018-03-03,1,RA-EN-20008511
RA-EN-20008512,United Arab Emirates,2018-03-03,1,RA-EN-20008512
RA-EN-20008513,United Kingdom,2018-03-03,1,RA-EN-20008513
RA-EN-20008514,Canada,2018-03-03,1,RA-EN-20008514
RA-EN-20008515,United States,2018-03-03,1,RA-EN-20008515
RA-EN-20008516,United States,2018-03-03,1,RA-EN-20008516
RA-EN-20008517,Canada,2018-03-03,1,#N/A
RA-EN-20008518,United States,2018-03-03,1,#N/A
RA-EN-20008519,United Arab Emirates,2018-03-03,1,RA-EN-20008519
RA-EN-20008520,United States,2018-03-03,1,RA-EN-20008520
RA-EN-20008521,United Kingdom,2018-03-03,1,#N/A
RA-EN-20008522,United States,2018-03-03,1,RA-EN-20008522
RA-EN-20008523,United States,2018-03-03,1,RA-EN-20008523
RA-EN-20008524,United Kingdom,2018-03-03,1,RA-EN-20008524
RA-EN-20008525,United Kingdom,2018-03-03,1,RA-EN-20008525
RA-EN-20008526,United States,2018-03-03,1,RA-EN-20008526
RA-EN-20008527,United States,2018-03-03,1,RA-EN-20008527
RA-EN-20008528,United Kingdom,2018-03-04,1,RA-EN-20008528
RA-EN-20008529,Australia,2018-03-04,1,RA-EN-20008529
RA-EN-20008530,United States,2018-03-04,1,RA-EN-20008530
RA-EN-20008531,Canada,2018-03-04,1,RA-EN-20008531
RA-EN-20008532,United States,2018-03-04,1,RA-EN-20008532
RA-EN-20008533,United States,2018-03-04,1,RA-EN-20008533
RA-EN-20008534,United States,2018-03-04,1,RA-EN-20008534
RA-EN-20008535,United States,2018-03-04,1,RA-EN-20008535
RA-EN-20008536,Canada,2018-03-04,1,RA-EN-20008536
RA-EN-20008537,United States,2018-03-04,1,RA-EN-20008537
RA-EN-20008538,Australia,2018-03-04,1,RA-EN-20008538
RA-EN-20008539,Australia,2018-03-04,1,RA-EN-20008539
RA-EN-20008541,United States,2018-03-04,1,RA-EN-20008541
RA-EN-20008542,United States,2018-03-04,1,RA-EN-20008542
RA-EN-20008543,United Kingdom,2018-03-04,1,RA-EN-20008543
RA-EN-20008544,Singapore,2018-03-04,1,RA-EN-20008544
RA-EN-20008545,Australia,2018-03-04,1,RA-EN-20008545
RA-EN-20008546,Australia,2018-03-04,1,RA-EN-20008546
RA-EN-20008547,Australia,2018-03-04,1,RA-EN-20008547
RA-EN-20008549,Ghana,2018-03-04,1,RA-EN-20008549
RA-EN-20008550,Singapore,2018-03-04,1,RA-EN-20008550
RA-EN-20008551,United Kingdom,2018-03-04,1,RA-EN-20008551
RA-EN-20008552,United Kingdom,2018-03-04,1,RA-EN-20008552
RA-EN-20008553,Australia,2018-03-04,1,RA-EN-20008553
RA-EN-20008554,South Africa,2018-03-04,1,RA-EN-20008554
RA-EN-20008555,United Kingdom,2018-03-04,1,RA-EN-20008555
